,User,Tweet
4665,_financiallaws,#Covid19 Hoax: #CBDC would play a major role in #DepopulationAgenda of international cabal and #GenocidalManiacs https://t.co/KJTm0uicm2. Break free from all @_Orwellian and totalitarian controls now says @IMPraveenDalal. #DigitalIndia @_PTLB @_ETax @_CEPHRC @_GroundReality https://t.co/c97qhpM6y8
4666,Praveen40715666,RT @GoI_MeitY: J&amp;K joins hands with Haryana for Replication of Good Governance practices of #Haryana. #JammuAndKashmir #DigitalIndia https:…
4667,_financiallaws,#Covid19 Hoax: #GenocidalManiacs have been planning #Genocide and #DepopulationAgenda for decades. They are using paid media and #FakeScience to legalise killings under one excuse or other says Visionary @IMPraveenDalal https://t.co/O8EKPoxlGR #DigitalIndia @_PTLB @_GroundReality
4668,INDIAdrive21,"INDIA DRIVE: Find Online Citizen Services QUICKER 

INDIA Drive is your SEARCH ENGINE for Online Services from State and Central Governments.

https://t.co/DRRLrTY2Ya 

 #Chandigarh #DigitalIndia
https://t.co/l52wxnnM2O"
4669,_financiallaws,"RT @AadhaarLies: #Demonetisation, GST, property ceiling, #Covid19 hoax, #DeathShots, #Aadhaar, @_Orwellian state, #UMANGApp, etc prove wher…"
4670,_financiallaws,RT @AadhaarLies: International cabal and #GenocidalManiacs snatched away your liberties and #BodilyAutonomy from you by using the #Covid19…
4671,anshurohatgi,"RT @NICMeity: #NICThisWeek - Glimpses of National Informatics Centre (NIC) support to Government of India.
➡️https://t.co/WJQAozCo50
#NICMe…"
4672,_financiallaws,RT @AadhaarLies: #Covid19 #Plandemic is a pandemic of vaccinated ones  as it is these fools who are risking lives of not only their own fam…
4673,_financiallaws,RT @AadhaarLies: Both #Covid19 and #GlobalWarming are #DepopulationAgenda and they are achieving this nefarious objective by making people…
4674,_financiallaws,RT @AadhaarLies: #Covid19 Hoax And #DepopulationAgenda: Modi govt is acting in concert with international cabal. That is why inequality of…
4675,_financiallaws,RT @AadhaarLies: #DepopulationAgenda: International cabal is forcing its nefarious plans in India using Modi govt. From #Demonetisation to…
4676,_financiallaws,RT @_OfficialECI: #Telelaw Startup Of Visionary @IMPraveenDalal Would Resolve Ground Level Problems Of Rural Communities And Global Farmers…
4677,_financiallaws,RT @_OfficialECI: #DepopulationAgenda By #Plandemic: New #BioWarfare agents masquerading as virus are ready to be deployed globally after t…
4678,_financiallaws,RT @_OfficialECI: AFPOH Startup Of Visionary @IMPraveenDalal Is The Digital Companion And Digital Gateway For Indian Farmers https://t.co/l…
4679,_financiallaws,RT @_OfficialECI: #DepopulationAgenda: International cabal is forcing its nefarious plans in India using Modi govt. From #Demonetisation to…
4680,kumarmangla,"RT @GoI_MeitY: #APISetu is an open #API platform that is driving #DigitalTransformation.

Use APIs as Building Blocks for Innovative Applic…"
4681,Shrikant_STPIB,RT @GoI_MeitY: J&amp;K joins hands with Haryana for Replication of Good Governance practices of #Haryana. #JammuAndKashmir #DigitalIndia https:…
4682,TvmalaiNorth,"RT @_DigitalIndia: Open the #DIKSHA website, click on ‘Explore DIKSHA’, and search ‘Critical Thinking Questions’; or ask Tara if you get st…"
4683,tarundsnaol,RT @saketkakkar: #NewProfilePic Empowering #DigitalIndia through Design Thinking #DoDigitalNow #INDUSConclave2018 https://t.co/DBcZWWwbAs
4684,LeeladharKumar8,"RT @Monika199602731: Mr. Abhimanyu from #mahindra 
#csc #digitalindia 
@AravGK 
@CSCegov_ 

WORKSHOP ON EMERGING OPPORTUNITIES FOR VLEs THR…"
4685,STPIBHOPAL,"RT @STPIBengaluru: Welcome, M/s. Nightfall AI Private Limited! Looking forward to a successful journey ahead. #GrowWithSTPI #DigitalIndia #…"
4686,STPIBHOPAL,"RT @STPIBengaluru: Welcome, M/s. Lululemon India (Services) Private Limited! Looking forward to a successful journey ahead. #GrowWithSTPI #…"
4687,STPIBHOPAL,"RT @STPIBengaluru: Welcome, M/s. Elastacloud LLP! Looking forward to a successful journey ahead. #GrowWithSTPI #DigitalIndia #STPIINDIA #St…"
4688,STPIBHOPAL,"RT @STPIBengaluru: Welcome, M/s. Proshort India Private Limited! Looking forward to a successful journey ahead. #GrowWithSTPI #DigitalIndia…"
4689,STPIBHOPAL,"RT @STPIBengaluru: Welcome, M/s. Cumberland Technology India Private Limited! Looking forward to a successful journey ahead. #GrowWithSTPI…"
4690,Raj_dnr,RT @_DigitalIndia: 👣 You can calculate your family's carbon footprint and take steps to minimize it by answering eleven simple questions on…
4691,SarojYadavKosli,RT @GoI_MeitY: J&amp;K joins hands with Haryana for Replication of Good Governance practices of #Haryana. #JammuAndKashmir #DigitalIndia https:…
4692,KolliPhanindra_,"RT @GoI_MeitY: You can ask the #UMANGChatbot about any accessible service or its abbreviations, such as What is ESI? What is APY? What is N…"
4693,INDIAdrive21,"INDIA DRIVE: Find Online Citizen Services QUICKER 

INDIA Drive is your SEARCH ENGINE for Online Services from State and Central Governments.

https://t.co/DRRLrTY2Ya 

 #Assam #DigitalIndia 
https://t.co/xGPf3c2mK1"
4694,cmohry,RT @GoI_MeitY: J&amp;K joins hands with Haryana for Replication of Good Governance practices of #Haryana. #JammuAndKashmir #DigitalIndia https:…
4695,SharifNadaf12,"RT @CSCegov_: WORKSHOP ON EMERGING OPPORTUNITIES FOR VLEs THROUGH CSC...

Join us LIVE on the #CSC Facebook Page, on 5th December 2022(Toda…"
4696,SharifNadaf12,"RT @CSCegov_: The All New Renault Kiger, Price Starting from Rs. 5.99 Lakh...

VLE Self Purchase Discount Upto Rs. 15,000...

Book on VLE A…"
4697,DHARMEN92857481,"RT @CSCegov_: An Awareness Session for CSC Dhwani Sevice...

Join us LIVE on the #CSC Facebook Page, on 6th December 2022(Tomorrow) at 11 A…"
4698,CongressOrBJP,Both #Covid19 and #GlobalWarming are #DepopulationAgenda and they are achieving this nefarious objective by making people sheeple and forcing them to obey @_Orwellian and totalitarian control warns Visionary @IMPraveenDalal. Wake up now. #DigitalIndia @DisasterReliefs @_CEPHRC https://t.co/VzuubHVBS1
4699,Deepakpd51,"RT @CSCegov_: The All New Renault Kiger, Price Starting from Rs. 5.99 Lakh...

VLE Self Purchase Discount Upto Rs. 15,000...

Book on VLE A…"
4700,CongressOrBJP,#Telelaw Startup Of Visionary @IMPraveenDalal Would Resolve Ground Level Problems Of Rural Communities And Global Farmers https://t.co/O2yTrHyJJM. We Would Protect You From Hoaxes Like #Covid19 And #GlobalWarming Too #DigitalIndia #DepopulationAgenda @_PTLB @HaarpDecoded @_CEPHRC https://t.co/1r7fiCIGx9
4701,CongressOrBJP,"International cabal and #GenocidalManiacs snatched away your liberties and #BodilyAutonomy from you by using the #Covid19 hoax. They pushed #DeathShots killing millions globally, including in India, says Visionary @IMPraveenDalal. #DigitalIndia #DepopulationAgenda @_PTLB @_CEPHRC https://t.co/jHCCMCUqQy"
4702,Deepakpd51,"RT @Monika199602731: Mr. Punit Desai from #octobercinemas 
#csc #DigitalIndia 
@gau
@CSCegov_ 

WORKSHOP ON EMERGING OPPORTUNITIES FOR VLEs…"
4703,CongressOrBJP,#Covid19 #Plandemic is a pandemic of vaccinated ones  as it is these fools who are risking lives of not only their own families but also families of others by shedding this #BioWarfare agent says Visionary @IMPraveenDalal. #DigitalIndia #DepopulationAgenda @PTLBSchool @_PTLB https://t.co/tXStdweKGK
4704,Deepakpd51,"RT @Monika199602731: Mr. Sanjeev sehgal from #sparsh 
#csc #ruralemobility #DigitalIndia 
@AravGK 
@CSCegov_ 

WORKSHOP ON EMERGING OPPORTU…"
4705,CongressOrBJP,#Covid19 Hoax And #DepopulationAgenda: India tops list of Covid-related religious hostilities in 2020: Pew Research Center  https://t.co/PDYI988dRb. Thanks to Modi govt´s #HatePolitics and #BootLickingMedia says Visionary @IMPraveenDalal. #DigitalIndia @_PTLB @PTLBSchool @_CEPHRC
4706,CongressOrBJP,"#Covid19 Hoax And #DepopulationAgenda: One Earth, One Family, One Future= #NewWorldOrder And #GreatReset. You will own nothing still you would be happy sheeples. Keep on taking your #DeathShots. #G20India #G20 #G20Cabal #DigitalIndia @IMPraveenDalal @_PTLB @_AFPOH @FreedomMyths https://t.co/PKGVBgnAqP"
4707,CongressOrBJP,"#DepopulationAgenda: International cabal is forcing its nefarious plans in India using Modi govt. From #Demonetisation to lockdown to forced #DeathShots for #Covid19 hoax, BJP fell in line like an obedient child says Visionary @IMPraveenDalal #DigitalIndia @DisasterReliefs @_PTLB https://t.co/FHDjKoYZRS"
4708,CBCDharmapuri,"RT @GoI_MeitY: You can ask the #UMANGChatbot about any accessible service or its abbreviations, such as What is ESI? What is APY? What is N…"
4709,CBCDharmapuri,RT @GoI_MeitY: The digital court is an initiative to make court records available to the judge in digitized form to enable the transition t…
4710,Deepakpd51,"RT @Monika199602731: Mr. Pushkar Sinha from #sunmobility 
#csc #ruralmobility #DigitalIndia 

WORKSHOP ON EMERGING OPPORTUNITIES FOR VLEs T…"
4711,Deepakpd51,"RT @Monika199602731: Mr. Gagandeep from #mmtcpamp 
#csc #ruralemobility #cscegov_ #DigitalIndia 

@AravGK 
@CSCegov_ 

WORKSHOP ON EMERGING…"
4712,mkmishra2008,"RT @GoI_MeitY: S3WaaS Website - Secure, Scalable &amp; Sugamya (Accessible)

A framework to generate, configure, deploy &amp; manage websites for p…"
4713,mkmishra2008,"RT @NICMeity: #NICThisWeek - Glimpses of National Informatics Centre (NIC) support to Government of India.
➡️https://t.co/WJQAozCo50
#NICMe…"
4714,mkmishra2008,RT @GoI_MeitY: The digital court is an initiative to make court records available to the judge in digitized form to enable the transition t…
4715,CongressOrBJP,AFPOH Startup Of Visionary @IMPraveenDalal Is The Digital Companion And Digital Gateway For Indian Farmers https://t.co/wERJajTHCc. We Would Protect You From Hoaxes Like #Covid19 And #GlobalWarming Too. #DigitalIndia #DepopulationAgenda @_PTLB @HaarpDecoded @_CEPHRC @_OfficialECI https://t.co/nTEsvDNiIG
4716,CongressOrBJP,#DepopulationAgenda By #Plandemic: New #BioWarfare agents masquerading as virus are ready to be deployed globally after the massive failure of #Covid19 and #GlobalWarming hoaxes. High time to stop these #GenocidalManiacs now says Visionary @IMPraveenDalal. #DigitalIndia @_PTLB https://t.co/ajB0k5PL1o
4717,BJPBadshahpur,RT @SKodineya: #INDIAai maintains a repository of most relevant #vital &amp; #interesting #AI #Research currently being conducted around #world…
4718,BJPBadshahpur,RT @SKodineya: #Citizens can #access #DelhiPolice #service on #UMANG #App &amp; get #information on #missing #mobiles details of #stolen vehicl…
4719,CongressOrBJP,#Covid19 Hoax And #DepopulationAgenda: Modi govt is acting in concert with international cabal. That is why inequality of income has increased significantly in India and poor are becoming poorer says Visionary @IMPraveenDalal. #DigitalIndia #GlobalWarming @_PTLB @_ETax @_CEPHRC https://t.co/5RLeDzYOu7
4720,indiamarketing_,"James Webb Space Telescope - First Images from the Unseen Universe - Video for National Astro Video Podcast Competition 2022 by Space India - https://t.co/n2MeOsXOyl

#SPACEindia #DigitalIndia #ThinkShootUpload"
4721,KrishnaSingh4U,RT @_DigitalIndia: J&amp;K joins hands with Haryana for Replication of Good Governance practices of #Haryana. #JammuAndKashmir #DigitalIndia ht…
4722,prosunjoyi,RT @prosunjoyi: Your success in #life doesn't only depend upon natural ability; it also depends upon your determination to grasp the #oppor…
4723,GoI_MeitY,J&amp;K joins hands with Haryana for Replication of Good Governance practices of #Haryana. #JammuAndKashmir #DigitalIndia https://t.co/GJZLxiKjkJ
4724,_DigitalIndia,J&amp;K joins hands with Haryana for Replication of Good Governance practices of #Haryana. #JammuAndKashmir #DigitalIndia https://t.co/gTHmgvPK7t
4725,sharma0897,"RT @CSCegov_: The All New Renault Kiger, Price Starting from Rs. 5.99 Lakh...

VLE Self Purchase Discount Upto Rs. 15,000...

Book on VLE A…"
4726,SaumyaTalking,"@PSBIndOfficial @_DigitalIndia
Trying @UPI_NPCI payment. It's been umpteen times in past few days that bank is working perfectly fine. Amazing 
#DigitalIndia https://t.co/IA0vnGm12B"
4727,CongressOrBJP,"#Demonetisation, GST, property ceiling, #Covid19 hoax, #DeathShots, #Aadhaar, @_Orwellian state, #UMANGApp, etc prove where the commitment of Modi govt lies. It is meant for international cabal and #GenocidalManiacs says @IMPraveenDalal. #DigitalIndia #DepopulationAgenda @_CEPHRC https://t.co/Q76bHEwpQP"
4728,CongressOrBJP,RT @_StareDecisis: #Covid19 Hoax And #DepopulationAgenda: India tops list of Covid-related religious hostilities in 2020: Pew Research Cent…
4729,kristanjore,"RT @RadhikaIyear: @RupeshRajArora1 @MumbaichaDon You will be surprised to hear that I just had only ₹ 80 last month in cash..! 
#DigitalInd…"
4730,NaantamilBJP,"RT @_DigitalIndia: Open the #DIKSHA website, click on ‘Explore DIKSHA’, and search ‘Critical Thinking Questions’; or ask Tara if you get st…"
4731,AravGK,"RT @Monika199602731: Mr. Abhimanyu from #mahindra 
#csc #digitalindia 
@AravGK 
@CSCegov_ 

WORKSHOP ON EMERGING OPPORTUNITIES FOR VLEs THR…"
4732,AravGK,"RT @Monika199602731: Mr. Gagandeep from #mmtcpamp 
#csc #ruralemobility #cscegov_ #DigitalIndia 

@AravGK 
@CSCegov_ 

WORKSHOP ON EMERGING…"
4733,RadhikaIyear,"@RupeshRajArora1 @MumbaichaDon You will be surprised to hear that I just had only ₹ 80 last month in cash..! 
#DigitalIndia"
4734,diplomacyindia,"#Airtel , #meta  to boost #India  #digital ecosystem 
#DigitalIndia 
@airtelindia 
@Meta 
https://t.co/bFCG9YXtSS via @www.twitter.com/diplomacyindia"
4735,AmeyaSathaye,"#Airtel , #meta  to boost #India  #digital ecosystem 
#DigitalIndia 
@airtelindia 
@Meta 
https://t.co/Xesf7x7D8F via @http://www.twitter.com/sarkaritel"
4736,SarkariteLcom,"#Airtel , #meta  to boost #India  #digital ecosystem 
#DigitalIndia 
@airtelindia 
@Meta 
https://t.co/AyiT43uM57 via @http://www.twitter.com/sarkaritel"
4737,GuruprasadK_,"RT @STPIBengaluru: Welcome, M/s. Proshort India Private Limited! Looking forward to a successful journey ahead. #GrowWithSTPI #DigitalIndia…"
4738,GuruprasadK_,"RT @STPIBengaluru: Welcome, M/s. Lululemon India (Services) Private Limited! Looking forward to a successful journey ahead. #GrowWithSTPI #…"
